time_pos,byte_pos,size,type,normal,has_blur,has_move,has_overexposure,has_block
1.52,67148,0.0143735027601291,P,1,0,0,0,0
1.56,68762,0.0042183105926466,B,1,0,0,0,0
1.6,68924,0.002708051244662,B,1,0,0,0,0
1.64,67700,0.0276533694406832,P,1,0,0,0,0
1.68,69028,0.0270284345380689,P,1,0,0,0,0
1.72,71142,0.0031767524216227,B,1,0,0,0,0
1.76,70066,0.0280179148005416,P,1,0,0,0,0
1.8,71264,0.0165607749192792,P,1,0,0,0,0
1.84,71900,0.0122122695552546,P,1,0,0,0,0
1.88,73250,0.0033590251015519,B,1,0,0,0,0
1.92,72369,0.0229403187168003,P,1,0,0,0,0
1.96,85158,0.0066920112488282,B,1,0,0,0,0
2.0,85415,0.0042703885011977,B,1,0,0,0,0
2.04,73379,0.3067128424122487,P,1,0,0,0,0
2.08,86947,0.0026559733361108,B,1,0,0,0,0
2.12,86802,0.0037756483699614,B,1,0,0,0,0
2.16,87049,0.0018487657535673,B,1,0,0,0,0
2.2,85579,0.0318456410790542,P,1,0,0,0,0
2.24,88156,0.0019008436621185,B,1,0,0,0,0
2.28,88033,0.0032027913758983,B,1,0,0,0,0
2.32,88229,0.0014581814394333,B,1,0,0,0,0
2.36,87120,0.0237735652536194,P,1,0,0,0,0
2.4,89265,0.0018227267992917,B,1,0,0,0,0
2.44,89142,0.0032027913758983,B,1,0,0,0,0
2.48,89335,0.0019008436621185,B,1,0,0,0,0
2.52,88285,0.022315383814186,P,1,0,0,0,0
2.56,90215,0.0030986355587959,B,1,0,0,0,0
2.6,90334,0.0016404541193625,B,1,0,0,0,0
2.64,89408,0.0210134361004062,P,1,0,0,0,0
2.68,91592,0.0027340901989376,B,1,0,0,0,0
2.72,91404,0.0048953234038121,B,1,0,0,0,0
2.76,91697,0.0025257785647328,B,1,0,0,0,0
2.8,90397,0.0262212269555254,P,1,0,0,0,0
2.84,92856,0.0028382460160399,B,1,0,0,0,0
2.88,92656,0.0052077908551192,B,1,0,0,0,0
2.92,92965,0.0026038954275596,B,1,0,0,0,0
2.96,91794,0.022445578585564,P,1,0,0,0,0
3.0,103810,0.0041141547755442,B,1,0,0,0,0
3.04,103622,0.0048953234038121,B,1,0,0,0,0
3.08,103968,0.0019008436621185,B,1,0,0,0,0
3.12,93065,0.27489324028747,P,1,0,0,0,0
3.16,105256,0.0038537652327882,B,1,0,0,0,0
3.2,104041,0.0316373294448494,P,1,0,0,0,0
3.24,106118,0.0028382460160399,B,1,0,0,0,0
3.28,105404,0.0185918133527757,P,1,0,0,0,0
3.32,107137,0.0021351942505988,B,1,0,0,0,0
3.36,106987,0.0039058431413394,B,1,0,0,0,0
3.4,107219,0.0017185709821893,B,1,0,0,0,0
3.44,106227,0.0197896052494531,P,1,0,0,0,0
3.48,108324,0.0026820122903864,B,1,0,0,0,0
3.52,108107,0.0056504530778043,B,1,0,0,0,0
3.56,108427,0.0023695448390792,B,1,0,0,0,0
3.6,107285,0.0214040204145401,P,1,0,0,0,0
3.64,108518,0.0117435683782939,P,1,0,0,0,0
3.68,110208,0.0039579210498906,B,1,0,0,0,0
3.72,109931,0.0072127903343401,B,1,0,0,0,0
3.76,110360,0.0046349338610561,B,1,0,0,0,0
3.8,108969,0.0250494740131236,P,1,0,0,0,0
3.84,111954,0.0055723362149776,B,1,0,0,0,0
3.88,111668,0.0074471409228205,B,1,0,0,0,0
3.92,112168,0.0039839600041662,B,1,0,0,0,0
3.96,110538,0.0294240183314238,P,1,0,0,0,0
4.0,123174,0.0067440891573794,B,1,0,0,0,0
4.04,122820,0.009217789813561,B,1,0,0,0,0
4.08,123433,0.0034892198729299,B,1,0,0,0,0
4.12,112321,0.2733829809394855,P,1,0,0,0,0
4.16,125468,0.0037235704614102,B,1,0,0,0,0
4.2,125137,0.0086188938652223,B,1,0,0,0,0
4.24,125611,0.0049474013123632,B,1,0,0,0,0
4.28,123567,0.0408811582126861,P,1,0,0,0,0
4.32,127350,0.0047911675867097,B,1,0,0,0,0
4.36,127016,0.0086970107280491,B,1,0,0,0,0
4.4,127534,0.0045568169982293,B,1,0,0,0,0
4.44,125801,0.0316373294448494,P,1,0,0,0,0
4.48,129275,0.005416102489324,B,1,0,0,0,0
4.52,128932,0.0089313613165295,B,1,0,0,0,0
4.56,129483,0.0039839600041662,B,1,0,0,0,0
4.6,127709,0.0318456410790542,P,1,0,0,0,0
4.64,129636,0.0153369440683262,P,1,0,0,0,0
4.68,131650,0.0057806478491823,B,1,0,0,0,0
4.72,131314,0.0087490886366003,B,1,0,0,0,0
4.76,131872,0.004062076866993,B,1,0,0,0,0
4.8,130225,0.0283564212061243,P,1,0,0,0,0
4.84,133115,0.003801687324237,B,1,0,0,0,0
4.88,132894,0.0057546088949067,B,1,0,0,0,0
4.92,133261,0.0026299343818352,B,1,0,0,0,0
4.96,132028,0.0225497344026663,P,1,0,0,0,0
5.0,144238,0.0058327257577335,B,1,0,0,0,0
5.04,143865,0.0097125299447974,B,1,0,0,0,0
5.08,144462,0.0030205186959691,B,1,0,0,0,0
5.12,133362,0.2734871367565878,P,1,0,0,0,0
5.16,144578,0.030699927090928,P,1,0,0,0,0
5.2,145757,0.0190084366211852,P,1,0,0,0,0
5.24,147467,0.0033329861472763,B,1,0,0,0,0
5.28,146487,0.0255181751900843,P,1,0,0,0,0
5.32,148705,0.002708051244662,B,1,0,0,0,0
5.36,148536,0.0044005832725757,B,1,0,0,0,0
5.4,148809,0.0021351942505988,B,1,0,0,0,0
5.44,147595,0.0245026559733361,P,1,0,0,0,0
5.48,149856,0.0024997396104572,B,1,0,0,0,0
5.52,149717,0.0036194146443078,B,1,0,0,0,0
5.56,149952,0.0016144151650869,B,1,0,0,0,0
5.6,148891,0.0215081762316425,P,1,0,0,0,0
5.64,150638,0.00218727215915,B,1,0,0,0,0
5.68,150722,0.00218727215915,B,1,0,0,0,0
5.72,150014,0.016248307467972,P,1,0,0,0,0
5.76,151424,0.0021612332048744,B,1,0,0,0,0
5.8,151507,0.0016144151650869,B,1,0,0,0,0
5.84,150806,0.0160920737423185,P,1,0,0,0,0
5.88,152065,0.0019268826163941,B,1,0,0,0,0
5.92,151569,0.0129153213206957,P,1,0,0,0,0
5.96,162861,0.0047651286324341,B,1,0,0,0,0
6.0,163044,0.0047651286324341,B,1,0,0,0,0
6.04,152139,0.2791896677429434,P,1,0,0,0,0
6.08,164765,0.0027340901989376,B,1,0,0,0,0
6.12,164579,0.0048432454952609,B,1,0,0,0,0
6.16,164870,0.0017185709821893,B,1,0,0,0,0
6.2,163227,0.0352046661806061,P,1,0,0,0,0
6.24,165924,0.0018487657535673,B,1,0,0,0,0
6.28,165780,0.0037496094156858,B,1,0,0,0,0
6.32,165995,0.0013800645766066,B,1,0,0,0,0
6.36,164936,0.0219768774086032,P,1,0,0,0,0
6.4,166865,0.0013019477137798,B,1,0,0,0,0
6.44,166764,0.0026299343818352,B,1,0,0,0,0
6.48,166915,0.0011977918966774,B,1,0,0,0,0
6.52,166048,0.0186438912613269,P,1,0,0,0,0
6.56,167373,0.0016664930736381,B,1,0,0,0,0
6.6,167437,0.0010675971252994,B,1,0,0,0,0
6.64,166961,0.0107280491615456,P,1,0,0,0,0
6.68,168132,0.0016664930736381,B,1,0,0,0,0
6.72,168015,0.0030465576502447,B,1,0,0,0,0
6.76,168196,0.0012498698052286,B,1,0,0,0,0
6.8,167478,0.0139829184459952,P,1,0,0,0,0
6.84,168872,0.0026038954275596,B,1,0,0,0,0
6.88,168972,0.0023695448390792,B,1,0,0,0,0
6.92,168244,0.0163524632850744,P,1,0,0,0,0
6.96,169063,0.007733569419852,P,1,0,0,0,0
7.0,179578,0.0076033746484741,B,1,0,0,0,0
7.04,179870,0.0026299343818352,B,1,0,0,0,0
7.08,169360,0.2660660347880429,P,1,0,0,0,0
7.12,179971,0.0340849911467555,P,1,0,0,0,0
7.16,181956,0.0028382460160399,B,1,0,0,0,0
7.2,181280,0.017602333090303,P,1,0,0,0,0
7.24,182065,0.012576814915113,P,1,0,0,0,0
7.28,182548,0.0141391521716487,P,1,0,0,0,0
7.32,183091,0.0124986980522862,P,1,0,0,0,0
7.36,183571,0.0118216852411207,P,1,0,0,0,0
7.4,184524,0.0024737006561816,B,1,0,0,0,0
7.44,184025,0.0129934381835225,P,1,0,0,0,0
7.48,184619,0.0122643474638058,P,1,0,0,0,0
7.52,185090,0.0102593479845849,P,1,0,0,0,0
7.56,186092,0.0028903239245911,B,1,0,0,0,0
7.6,185484,0.0158316841995625,P,1,0,0,0,0
7.64,187479,0.0034892198729299,B,1,0,0,0,0
7.68,187199,0.0072909071971669,B,1,0,0,0,0
7.72,187613,0.0037235704614102,B,1,0,0,0,0
7.76,186203,0.0259347984584939,P,1,0,0,0,0
7.8,187756,0.0131496719091761,P,1,0,0,0,0
7.84,189250,0.0053900635350484,B,1,0,0,0,0
7.88,189457,0.0040881158212686,B,1,0,0,0,0
7.92,188261,0.0257525257785647,P,1,0,0,0,0
7.96,200622,0.0066920112488282,B,1,0,0,0,0
8.0,200213,0.0106499322987188,B,1,0,0,0,0
8.04,200879,0.0036194146443078,B,1,0,0,0,0
8.08,189614,0.2759868763670451,P,1,0,0,0,0
8.12,202769,0.0034631809186543,B,1,0,0,0,0
8.16,202509,0.006770128111655,B,1,0,0,0,0
8.2,202902,0.00218727215915,B,1,0,0,0,0
8.24,201018,0.038824080824914,P,1,0,0,0,0
8.28,202986,0.0272627851265493,P,1,0,0,0,0
8.32,204033,0.0147901260285386,P,1,0,0,0,0
8.36,204601,0.0111186334756796,P,1,0,0,0,0
8.4,205028,0.0117175294240183,P,1,0,0,0,0
8.44,205478,0.0126028538693886,P,1,0,0,0,0
8.48,205962,0.0140610353088219,P,1,0,0,0,0
8.52,207143,0.0022133111134256,B,1,0,0,0,0
8.56,207228,0.001354025622331,B,1,0,0,0,0
8.6,206502,0.0166909696906572,P,1,0,0,0,0
8.64,208188,0.0017706488907405,B,1,0,0,0,0
8.68,208044,0.0037496094156858,B,1,0,0,0,0
8.72,208256,0.0029424018331423,B,1,0,0,0,0
8.76,207280,0.0198937610665555,P,1,0,0,0,0
8.8,209154,0.0019529215706697,B,1,0,0,0,0
8.84,208959,0.0050775960837412,B,1,0,0,0,0
8.88,209229,0.0024737006561816,B,1,0,0,0,0
8.92,208369,0.0153629830226018,P,1,0,0,0,0
8.96,220033,0.0066659722945526,B,1,0,0,0,0
9.0,219581,0.0117696073325695,B,1,0,0,0,0
9.04,220289,0.0047390896781585,B,1,0,0,0,0
9.08,209324,0.2670815540047911,P,1,0,0,0,0
9.12,222371,0.0039058431413394,B,1,0,0,0,0
9.16,222093,0.0072388292886157,B,1,0,0,0,0
9.2,222521,0.0029424018331423,B,1,0,0,0,0
9.24,220471,0.0422351838350171,P,1,0,0,0,0
9.28,224139,0.0041141547755442,B,1,0,0,0,0
9.32,223885,0.0066138943860014,B,1,0,0,0,0
9.36,224297,0.0029944797416935,B,1,0,0,0,0
9.4,222634,0.0325747317987709,P,1,0,0,0,0
9.44,225620,0.0030725966045203,B,1,0,0,0,0
9.48,225430,0.0049474013123632,B,1,0,0,0,0
9.52,225738,0.0020831163420477,B,1,0,0,0,0
9.56,224412,0.026507655452557,P,1,0,0,0,0
9.6,226891,0.0025257785647328,B,1,0,0,0,0
9.64,226680,0.0054942193521508,B,1,0,0,0,0
9.68,226988,0.0024997396104572,B,1,0,0,0,0
9.72,225818,0.022445578585564,P,1,0,0,0,0
9.76,227763,0.0037496094156858,B,1,0,0,0,0
9.8,227907,0.0023435058848036,B,1,0,0,0,0
9.84,227084,0.0176804499531298,P,1,0,0,0,0
9.88,227997,0.0158316841995625,P,1,0,0,0,0
9.92,229240,0.0024997396104572,B,1,0,0,0,0
9.96,228605,0.0165347359650036,P,1,0,0,0,0
10.0,229336,0.9716696177481512,I,1,0,0,0,0
10.04,266652,0.0169253202791375,P,1,0,0,0,0
10.08,267302,0.0142172690344755,P,1,0,0,0,0
10.12,267848,0.0088272054994271,P,1,0,0,0,0
10.16,268187,0.0105978543901676,P,1,0,0,0,0
10.2,268594,0.0091917508592854,P,1,0,0,0,0
10.24,268947,0.009347984584939,P,1,0,0,0,0
10.28,269306,0.0133579835433808,P,1,0,0,0,0
10.32,269819,0.0085668159566711,P,1,0,0,0,0
10.36,270148,0.0086188938652223,P,1,0,0,0,0
10.4,270864,0.0019529215706697,B,1,0,0,0,0
10.44,270479,0.0100249973961045,P,1,0,0,0,0
10.48,270939,0.0108061660243724,P,1,0,0,0,0
10.52,271354,0.0076294136027497,P,1,0,0,0,0
10.56,271647,0.0096864909905218,P,1,0,0,0,0
10.6,272019,0.0077596083741276,P,1,0,0,0,0
10.64,273083,0.0052077908551192,B,1,0,0,0,0
10.68,273283,0.0047911675867097,B,1,0,0,0,0
10.72,272317,0.0199458389751067,P,1,0,0,0,0
10.76,274396,0.002577856473284,B,1,0,0,0,0
10.8,274179,0.0056504530778043,B,1,0,0,0,0
10.84,274495,0.0031507134673471,B,1,0,0,0,0
10.88,273467,0.0185397354442245,P,1,0,0,0,0
10.92,286270,0.0028642849703155,B,1,0,0,0,0
10.96,285984,0.0074471409228205,B,1,0,0,0,0
11.0,286380,0.0054942193521508,B,1,0,0,0,0
11.04,274616,0.2960108322049786,P,1,0,0,0,0
11.08,288478,0.0042964274554733,B,1,0,0,0,0
11.12,288198,0.0072909071971669,B,1,0,0,0,0
11.16,288643,0.0031767524216227,B,1,0,0,0,0
11.2,286591,0.0418445995208832,P,1,0,0,0,0
11.24,290372,0.0044526611811269,B,1,0,0,0,0
11.28,290073,0.0077856473284032,B,1,0,0,0,0
11.32,290543,0.0038537652327882,B,1,0,0,0,0
11.36,288765,0.0340589521924799,P,1,0,0,0,0
11.4,292187,0.0039839600041662,B,1,0,0,0,0
11.44,291921,0.0069263618373086,B,1,0,0,0,0
11.48,292340,0.0041401937298198,B,1,0,0,0,0
11.52,290691,0.0320279137589834,P,1,0,0,0,0
11.56,293818,0.0033329861472763,B,1,0,0,0,0
11.6,293553,0.006900322883033,B,1,0,0,0,0
11.64,293946,0.0040881158212686,B,1,0,0,0,0
11.68,292499,0.0274450578064784,P,1,0,0,0,0
11.72,295263,0.0037496094156858,B,1,0,0,0,0
11.76,295031,0.0060410373919383,B,1,0,0,0,0
11.8,295407,0.0034631809186543,B,1,0,0,0,0
11.84,294103,0.0241641495677533,P,1,0,0,0,0
11.88,306833,0.0042964274554733,B,1,0,0,0,0
11.92,306407,0.011092594521404,B,1,0,0,0,0
11.96,306998,0.0057546088949067,B,1,0,0,0,0
12.0,295540,0.2829653161129049,P,1,0,0,0,0
12.04,309189,0.0052338298093948,B,1,0,0,0,0
12.08,308917,0.0070825955629621,B,1,0,0,0,0
12.12,309390,0.0029163628788667,B,1,0,0,0,0
12.16,307219,0.0442141443599625,P,1,0,0,0,0
12.2,309502,0.0238256431621706,P,1,0,0,0,0
12.24,311765,0.0032288303301739,B,1,0,0,0,0
12.28,311535,0.0059889594833871,B,1,0,0,0,0
12.32,311889,0.002317466930528,B,1,0,0,0,0
12.36,310417,0.0291115508801166,P,1,0,0,0,0
12.4,312599,0.0022914279762524,B,1,0,0,0,0
12.44,311978,0.0161701906051452,P,1,0,0,0,0
12.48,312687,0.0169253202791375,P,1,0,0,0,0
12.52,313337,0.0113009061556087,P,1,0,0,0,0
12.56,314334,0.0023435058848036,B,1,0,0,0,0
12.6,313771,0.0146599312571607,P,1,0,0,0,0
12.64,314424,0.0113269451098843,P,1,0,0,0,0
12.68,314859,0.0142953858973023,P,1,0,0,0,0
12.72,315408,0.0102853869388605,P,1,0,0,0,0
12.76,315803,0.0113269451098843,P,1,0,0,0,0
12.8,316238,0.0113009061556087,P,1,0,0,0,0
12.84,318172,0.0045828559525049,B,1,0,0,0,0
12.88,317846,0.0084886990938443,B,1,0,0,0,0
12.92,318348,0.0043485053640245,B,1,0,0,0,0
12.96,316672,0.03056973231955,P,1,0,0,0,0
13.0,328952,0.0092438287678366,B,1,0,0,0,0
13.04,328495,0.0118998021039475,B,1,0,0,0,0
13.08,329307,0.0048692844495365,B,1,0,0,0,0
13.12,318515,0.259868763670451,P,1,0,0,0,0
13.16,331881,0.0055983751692532,B,1,0,0,0,0
13.2,331482,0.0103895427559629,B,1,0,0,0,0
13.24,332096,0.0064576606603478,B,1,0,0,0,0
13.28,329494,0.0517654410998854,P,1,0,0,0,0
13.32,333731,0.0074731798770961,B,1,0,0,0,0
13.36,334018,0.0058587647120091,B,1,0,0,0,0
13.4,332344,0.036116029580252,P,1,0,0,0,0
13.44,336241,0.0071867513800645,B,1,0,0,0,0
13.48,335809,0.0112488282470575,B,1,0,0,0,0
13.52,336517,0.0059368815748359,B,1,0,0,0,0
13.56,334243,0.0407770023955837,P,1,0,0,0,0
13.6,336745,0.0177064889074054,P,1,0,0,0,0
13.64,338451,0.0047651286324341,B,1,0,0,0,0
13.68,337425,0.0267159670867617,P,1,0,0,0,0
13.72,338634,0.0135662951775856,P,1,0,0,0,0
13.76,339998,0.0058066868034579,B,1,0,0,0,0
13.8,340221,0.0033069471930007,B,1,0,0,0,0
13.84,339155,0.0219508384543276,P,1,0,0,0,0
13.88,341081,0.0043485053640245,B,1,0,0,0,0
13.92,340348,0.019086553484012,P,1,0,0,0,0
13.96,352687,0.0049213623580876,B,1,0,0,0,0
14.0,352366,0.0083585043224664,B,1,0,0,0,0
14.04,352876,0.0022653890219768,B,1,0,0,0,0
14.08,341248,0.2895010936360795,P,1,0,0,0,0
14.12,354282,0.0021351942505988,B,1,0,0,0,0
14.16,354125,0.0040881158212686,B,1,0,0,0,0
14.2,354364,0.0018748047078429,B,1,0,0,0,0
14.24,352963,0.0302572648682428,P,1,0,0,0,0
14.28,355193,0.0028903239245911,B,1,0,0,0,0
14.32,354436,0.0197114883866263,P,1,0,0,0,0
14.36,355304,0.0138527236746172,P,1,0,0,0,0
14.4,355836,0.0110665555671284,P,1,0,0,0,0
14.44,356261,0.0105457764816164,P,1,0,0,0,0
14.48,356666,0.014894281845641,P,1,0,0,0,0
14.52,357238,0.0124205811894594,P,1,0,0,0,0
14.56,357715,0.0120039579210498,P,1,0,0,0,0
14.6,358176,0.0108582439329236,P,1,0,0,0,0
14.64,358593,0.0102333090303093,P,1,0,0,0,0
14.68,360191,0.0044787001354025,B,1,0,0,0,0
14.72,359938,0.0065878554317258,B,1,0,0,0,0
14.76,360363,0.0035673367357566,B,1,0,0,0,0
14.8,358986,0.0247890844703676,P,1,0,0,0,0
14.84,361500,0.0031507134673471,B,1,0,0,0,0
14.88,361323,0.0046088949067805,B,1,0,0,0,0
14.92,361621,0.0024997396104572,B,1,0,0,0,0
14.96,360500,0.0214300593688157,P,1,0,0,0,0
15.0,372101,0.0063535048432454,B,1,0,0,0,0
15.04,371783,0.0082803874596396,B,1,0,0,0,0
15.08,372345,0.0038277262785126,B,1,0,0,0,0
15.12,361717,0.2621081137381523,P,1,0,0,0,0
15.16,374532,0.0047130507238829,B,1,0,0,0,0
15.2,374142,0.0101551921674825,B,1,0,0,0,0
15.24,374713,0.0061191542547651,B,1,0,0,0,0
15.28,372492,0.0429642745547338,P,1,0,0,0,0
15.32,376533,0.0041141547755442,B,1,0,0,0,0
15.36,376213,0.0083324653681908,B,1,0,0,0,0
15.4,376691,0.0057806478491823,B,1,0,0,0,0
15.44,374948,0.0329392771586293,P,1,0,0,0,0
15.48,378103,0.0059629205291115,B,1,0,0,0,0
15.52,376913,0.0309863555879595,P,1,0,0,0,0
15.56,378332,0.0179668784501614,P,1,0,0,0,0
15.6,379850,0.0037756483699614,B,1,0,0,0,0
15.64,379022,0.0215602541401937,P,1,0,0,0,0
15.68,381333,0.005155712946568,B,1,0,0,0,0
15.72,381050,0.0073690240599937,B,1,0,0,0,0
15.76,381531,0.0032548692844495,B,1,0,0,0,0
15.8,379995,0.027471096760754,P,1,0,0,0,0
15.84,382316,0.0035933756900322,B,1,0,0,0,0
15.88,381656,0.0171857098218935,P,1,0,0,0,0
15.92,382454,0.0096604520362462,P,1,0,0,0,0
15.96,393948,0.0051036350380168,B,1,0,0,0,0
16.0,393557,0.0101812311217581,B,1,0,0,0,0
16.04,394144,0.003541297781481,B,1,0,0,0,0
16.08,382825,0.2794500572856994,P,1,0,0,0,0
16.12,395887,0.0032809082387251,B,1,0,0,0,0
16.16,395671,0.0056244141235287,B,1,0,0,0,0
16.2,396013,0.0022653890219768,B,1,0,0,0,0
16.24,394280,0.0362201853973544,P,1,0,0,0,0
16.28,397060,0.0029944797416935,B,1,0,0,0,0
16.32,396100,0.0249973961045724,P,1,0,0,0,0
16.36,398283,0.0014842203937089,B,1,0,0,0,0
16.4,398104,0.0046609728153317,B,1,0,0,0,0
16.44,398340,0.0023695448390792,B,1,0,0,0,0
16.48,397175,0.0241901885220289,P,1,0,0,0,0
16.52,399240,0.0014581814394333,B,1,0,0,0,0
16.56,399108,0.0034371419643787,B,1,0,0,0,0
16.6,399296,0.0011196750338506,B,1,0,0,0,0
16.64,398431,0.0176283720445786,P,1,0,0,0,0
16.68,399339,0.0131236329549005,P,1,0,0,0,0
16.72,399843,0.009738568899073,P,1,0,0,0,0
16.76,400217,0.0086709717737735,P,1,0,0,0,0
16.8,400550,0.0075252577856473,P,1,0,0,0,0
16.84,400839,0.0072909071971669,P,1,0,0,0,0
16.88,401119,0.0112748672013331,P,1,0,0,0,0
16.92,412201,0.0028382460160399,B,1,0,0,0,0
16.96,411833,0.0095823351734194,B,1,0,0,0,0
17.0,412310,0.0060149984376627,B,1,0,0,0,0
17.04,401552,0.2677064889074055,P,1,0,0,0,0
17.08,414310,0.0043745443183001,B,1,0,0,0,0
17.12,414029,0.0073169461514425,B,1,0,0,0,0
17.16,414478,0.0032809082387251,B,1,0,0,0,0
17.2,412541,0.0387459639620872,P,1,0,0,0,0
17.24,414604,0.0252057077387772,P,1,0,0,0,0
17.28,415572,0.0199198000208311,P,1,0,0,0,0
17.32,416979,0.0017185709821893,B,1,0,0,0,0
17.36,416337,0.0167170086449328,P,1,0,0,0,0
17.4,417045,0.0114571398812623,P,1,0,0,0,0
17.44,417485,0.0096344130819706,P,1,0,0,0,0
17.48,417855,0.0112748672013331,P,1,0,0,0,0
17.52,419063,0.0014842203937089,B,1,0,0,0,0
17.56,418943,0.0031246745130715,B,1,0,0,0,0
17.6,419120,0.001093636079575,B,1,0,0,0,0
17.64,418288,0.0170555150505155,P,1,0,0,0,0
17.68,419769,0.0034631809186543,B,1,0,0,0,0
17.72,419902,0.0009894802624726,B,1,0,0,0,0
17.76,419162,0.0158056452452869,P,1,0,0,0,0
17.8,420424,0.0012498698052286,B,1,0,0,0,0
17.84,419940,0.0126028538693886,P,1,0,0,0,0
17.88,420472,0.0086709717737735,P,1,0,0,0,0
17.92,431410,0.0014842203937089,B,1,0,0,0,0
17.96,431246,0.0042703885011977,B,1,0,0,0,0
18.0,431467,0.0046088949067805,B,1,0,0,0,0
18.04,420805,0.2718727215915009,P,1,0,0,0,0
18.08,433147,0.0030725966045203,B,1,0,0,0,0
18.12,432962,0.0048172065409853,B,1,0,0,0,0
18.16,433265,0.0014061035308821,B,1,0,0,0,0
18.2,431644,0.0343193417352359,P,1,0,0,0,0
18.24,434370,0.0018748047078429,B,1,0,0,0,0
18.28,434227,0.0037235704614102,B,1,0,0,0,0
18.32,434442,0.0014321424851577,B,1,0,0,0,0
18.36,433319,0.0236433704822414,P,1,0,0,0,0
18.4,435456,0.0016925320279137,B,1,0,0,0,0
18.44,435324,0.0034371419643787,B,1,0,0,0,0
18.48,435521,0.0015623372565357,B,1,0,0,0,0
18.52,434497,0.0215342151859181,P,1,0,0,0,0
18.56,436533,0.001223830850953,B,1,0,0,0,0
18.6,436385,0.0038537652327882,B,1,0,0,0,0
18.64,436580,0.0022914279762524,B,1,0,0,0,0
18.68,435581,0.0209353192375794,P,1,0,0,0,0
18.72,437315,0.0022393500677012,B,1,0,0,0,0
18.76,437401,0.0015883762108113,B,1,0,0,0,0
18.8,436668,0.0168472034163108,P,1,0,0,0,0
18.84,438290,0.0017446099364649,B,1,0,0,0,0
18.88,438137,0.0039839600041662,B,1,0,0,0,0
18.92,438357,0.0011977918966774,B,1,0,0,0,0
18.96,437462,0.0175762941360274,P,1,0,0,0,0
19.0,448694,0.0048953234038121,B,1,0,0,0,0
19.04,448459,0.0061191542547651,B,1,0,0,0,0
19.08,448882,0.002317466930528,B,1,0,0,0,0
19.12,438403,0.2618477241953963,P,1,0,0,0,0
19.16,448971,0.0312207061764399,P,1,0,0,0,0
19.2,450170,0.0179408394958858,P,1,0,0,0,0
19.24,452166,0.0031507134673471,B,1,0,0,0,0
19.28,451912,0.0066138943860014,B,1,0,0,0,0
19.32,452287,0.0025518175190084,B,1,0,0,0,0
19.36,450859,0.0274190188522028,P,1,0,0,0,0
19.4,452385,0.0158056452452869,P,1,0,0,0,0
19.44,454177,0.0029424018331423,B,1,0,0,0,0
19.48,453998,0.0046609728153317,B,1,0,0,0,0
19.52,454290,0.0022914279762524,B,1,0,0,0,0
19.56,452992,0.0261951880012498,P,1,0,0,0,0
19.6,455178,0.003931882095615,B,1,0,0,0,0
19.64,455329,0.002577856473284,B,1,0,0,0,0
19.68,454378,0.020831163420477,P,1,0,0,0,0
19.72,455428,0.0118477241953963,P,1,0,0,0,0
19.76,456698,0.0011457139881262,B,1,0,0,0,0
19.8,456586,0.0029163628788667,B,1,0,0,0,0
19.84,456742,0.0016404541193625,B,1,0,0,0,0
19.88,455883,0.0183053848557441,P,1,0,0,0,0
