,Time,Frame,Lighting_Changes,Blurriness,Blocking_Camera,Camera_Movement,File_Size,Duration
57,4,58,6762,95.32787489028196,1,0.00020833333333333335,"[800, 600]",202.52
58,4,59,5646,95.36751522347502,1,0.00020833333333333335,"[800, 600]",202.52
59,4,60,21478,93.74116360381096,2,0.0004166666666666667,"[800, 600]",202.52
60,4,61,8848,94.14689868431395,1,0.00020833333333333335,"[800, 600]",202.52
61,4,62,7814,94.4296270263231,2,0.0004166666666666667,"[800, 600]",202.52
62,4,63,7676,94.61367873588281,2,0.0004166666666666667,"[800, 600]",202.52
63,4,64,7182,94.78698825609118,2,0.0004166666666666667,"[800, 600]",202.52
64,4,65,7152,94.90770323051478,2,0.0004166666666666667,"[800, 600]",202.52
65,4,66,7586,95.00576404422138,2,0.0004166666666666667,"[800, 600]",202.52
66,4,67,6696,95.07511932281591,2,0.0004166666666666667,"[800, 600]",202.52
67,4,68,6532,95.19052609660532,2,0.0004166666666666667,"[800, 600]",202.52
68,4,69,6262,95.24146313885458,2,0.0004166666666666667,"[800, 600]",202.52
69,4,70,5558,95.26959779904536,1,0.00020833333333333335,"[800, 600]",202.52
70,3,79,6500,94.68375633742883,2,0.0004166666666666667,"[800, 600]",202.52
71,3,80,6256,94.82882266074743,2,0.0004166666666666667,"[800, 600]",202.52
72,3,81,5764,94.92879010507903,2,0.0004166666666666667,"[800, 600]",202.52
73,3,82,6356,95.02508819669194,1,0.00020833333333333335,"[800, 600]",202.52
74,4,83,6634,95.11480088625127,1,0.00020833333333333335,"[800, 600]",202.52
75,4,84,6372,95.23520449571734,1,0.00020833333333333335,"[800, 600]",202.52
76,4,85,6058,95.27825741064882,1,0.00020833333333333335,"[800, 600]",202.52
77,4,86,5380,95.31139756441598,1,0.00020833333333333335,"[800, 600]",202.52
78,4,87,5676,95.31427950464862,2,0.0004166666666666667,"[800, 600]",202.52
79,4,88,6732,95.37985511628068,1,0.00020833333333333335,"[800, 600]",202.52
80,4,89,6260,95.42212551383096,1,0.00020833333333333335,"[800, 600]",202.52
81,4,90,22098,93.77784929551709,2,0.0004166666666666667,"[800, 600]",202.52
82,4,91,7952,94.15735148456919,2,0.0004166666666666667,"[800, 600]",202.52
83,4,92,7546,94.4296163145592,1,0.00020833333333333335,"[800, 600]",202.52
84,4,93,7450,94.58256043301427,1,0.00020833333333333335,"[800, 600]",202.52
85,4,94,6758,94.77203628413602,1,0.00020833333333333335,"[800, 600]",202.52
86,4,95,6142,94.90043440518073,1,0.00020833333333333335,"[800, 600]",202.52
87,4,96,6958,95.00228189657348,2,0.0004166666666666667,"[800, 600]",202.52
88,4,97,7296,95.08077487771452,2,0.0004166666666666667,"[800, 600]",202.52
89,4,98,6838,95.1778068931907,2,0.0004166666666666667,"[800, 600]",202.52
90,4,99,6266,95.2215730517718,2,0.0004166666666666667,"[800, 600]",202.52
91,4,100,6614,95.23477767449336,1,0.00020833333333333335,"[800, 600]",202.52
92,4,101,6404,95.23805342407073,1,0.00020833333333333335,"[800, 600]",202.52
93,4,102,5296,95.2936547963055,1,0.00020833333333333335,"[800, 600]",202.52
94,4,103,5674,95.29687368498548,2,0.0004166666666666667,"[800, 600]",202.52
95,4,104,5386,95.33244981330945,3,0.000625,"[800, 600]",202.52
96,4,105,16948,93.68380249022238,4,0.0008333333333333334,"[800, 600]",202.52
97,4,106,8802,94.10307235282951,1,0.00020833333333333335,"[800, 600]",202.52
98,4,107,8220,94.41504885654207,1,0.00020833333333333335,"[800, 600]",202.52
99,4,108,7456,94.64141648988064,2,0.0004166666666666667,"[800, 600]",202.52
100,4,109,5732,94.76004395867167,2,0.0004166666666666667,"[800, 600]",202.52
101,4,110,6048,94.88324802667181,8,0.0016666666666666668,"[800, 600]",202.52
102,4,111,7518,94.98640109142617,20,0.004166666666666667,"[800, 600]",202.52
103,4,112,8174,95.10009750402854,23,0.004791666666666667,"[800, 600]",202.52
104,4,113,7252,95.14954776002138,1,0.00020833333333333335,"[800, 600]",202.52
105,4,114,6570,95.23459398704621,2,0.0004166666666666667,"[800, 600]",202.52
106,4,115,7012,95.25427151303231,2,0.0004166666666666667,"[800, 600]",202.52
107,4,116,6862,95.33303761996116,2,0.0004166666666666667,"[800, 600]",202.52
108,4,117,6062,95.35292233549893,1,0.00020833333333333335,"[800, 600]",202.52
109,4,118,5780,95.36652231693368,1,0.00020833333333333335,"[800, 600]",202.52
110,4,119,6274,95.37491692322818,1,0.00020833333333333335,"[800, 600]",202.52
111,4,120,19912,93.83557431788212,2,0.0004166666666666667,"[800, 600]",202.52
112,4,121,9008,94.29215890679056,1,0.00020833333333333335,"[800, 600]",202.52
113,4,122,8742,94.57618691197739,2,0.0004166666666666667,"[800, 600]",202.52
114,4,123,8532,94.75922263519178,2,0.0004166666666666667,"[800, 600]",202.52
115,4,124,6872,94.9001096611749,1,0.00020833333333333335,"[800, 600]",202.52
116,4,125,5866,94.98813336745611,1,0.00020833333333333335,"[800, 600]",202.52
117,4,126,7374,95.11868824595587,1,0.00020833333333333335,"[800, 600]",202.52
118,4,127,6748,95.16050094604658,2,0.0004166666666666667,"[800, 600]",202.52
119,4,128,7874,95.25923223359725,2,0.0004166666666666667,"[800, 600]",202.52
120,4,129,6762,95.29751489195189,2,0.0004166666666666667,"[800, 600]",202.52
121,4,130,6596,95.32959449802375,1,0.00020833333333333335,"[800, 600]",202.52
122,4,131,6652,95.39566239259541,1,0.00020833333333333335,"[800, 600]",202.52
123,4,132,6994,95.43160443627178,2,0.0004166666666666667,"[800, 600]",202.52
124,4,133,6644,95.45585708912112,2,0.0004166666666666667,"[800, 600]",202.52
125,4,134,7458,95.49768254196579,2,0.0004166666666666667,"[800, 600]",202.52
126,4,135,21208,93.84836900780586,2,0.0004166666666666667,"[800, 600]",202.52
127,4,136,9146,94.20516216683771,1,0.00020833333333333335,"[800, 600]",202.52
128,4,137,7530,94.44404571124502,1,0.00020833333333333335,"[800, 600]",202.52
129,4,138,6596,94.64393867406825,1,0.00020833333333333335,"[800, 600]",202.52
130,4,139,7446,94.7868278217824,1,0.00020833333333333335,"[800, 600]",202.52
131,4,140,7176,94.92157318389623,2,0.0004166666666666667,"[800, 600]",202.52
132,4,141,6506,95.00100927223865,2,0.0004166666666666667,"[800, 600]",202.52
133,4,142,7450,95.08954238647866,1,0.00020833333333333335,"[800, 600]",202.52
134,4,143,7264,95.12144932609588,1,0.00020833333333333335,"[800, 600]",202.52
135,4,144,6016,95.20129778357717,2,0.0004166666666666667,"[800, 600]",202.52
136,4,145,6382,95.2430533302992,2,0.0004166666666666667,"[800, 600]",202.52
137,4,146,6704,95.2559378852303,2,0.0004166666666666667,"[800, 600]",202.52
138,4,147,6774,95.26676902895129,2,0.0004166666666666667,"[800, 600]",202.52
139,4,148,6198,95.30714051016204,1,0.00020833333333333335,"[800, 600]",202.52
140,4,149,6762,95.38910695576341,79,0.016458333333333335,"[800, 600]",202.52
141,4,150,19684,93.697648054067,133,0.027708333333333335,"[800, 600]",202.52
142,4,151,9562,94.14049472842463,152,0.03166666666666666,"[800, 600]",202.52
143,4,152,7320,94.44409141516658,152,0.03166666666666666,"[800, 600]",202.52
144,4,153,7236,94.7088282459667,252,0.0525,"[800, 600]",202.52
145,5,161,7904,95.74613314493728,548,0.11416666666666667,"[800, 600]",202.52
146,5,162,7084,95.84936309147433,839,0.17479166666666668,"[800, 600]",202.52
147,5,163,7732,95.95680203266578,1370,0.28541666666666665,"[800, 600]",202.52
148,5,164,8248,95.81139964499262,1848,0.385,"[800, 600]",202.52
149,5,165,22190,93.26796982508735,2301,0.47937500000000005,"[800, 600]",202.52
150,5,166,10042,92.4922146381638,2623,0.5464583333333334,"[800, 600]",202.52
151,5,167,9780,91.45750368382184,2377,0.49520833333333336,"[800, 600]",202.52
152,5,168,9084,90.92428590368462,3123,0.650625,"[800, 600]",202.52
153,5,169,7644,90.34388277816421,3092,0.6441666666666667,"[800, 600]",202.52
154,5,170,8436,90.41274930541715,3579,0.745625,"[800, 600]",202.52
155,5,171,7414,90.8811075869519,3360,0.7000000000000001,"[800, 600]",202.52
156,5,172,7836,92.16534187682329,3922,0.8170833333333334,"[800, 600]",202.52
157,5,173,7008,93.73051872409219,4361,0.9085416666666667,"[800, 600]",202.52
158,5,174,7454,95.01340304009956,4688,0.9766666666666667,"[800, 600]",202.52
159,5,175,7646,96.7320487678278,4979,1.0372916666666667,"[800, 600]",202.52
160,5,176,7590,98.22220171653629,5127,1.068125,"[800, 600]",202.52
161,5,177,7874,99.05925294386435,5170,1.0770833333333334,"[800, 600]",202.52
162,5,178,7318,99.32602804430007,4840,1.0083333333333333,"[800, 600]",202.52
163,5,179,7284,98.97315596861552,4656,0.97,"[800, 600]",202.52
164,5,180,22022,96.6794069239805,4354,0.9070833333333334,"[800, 600]",202.52
165,5,181,8034,97.21486040509119,4041,0.8418749999999999,"[800, 600]",202.52
166,5,182,8452,97.25505526815846,3625,0.7552083333333334,"[800, 600]",202.52
167,5,183,8746,97.44309778906957,3288,0.685,"[800, 600]",202.52
168,5,184,8368,97.93809357302983,2657,0.5535416666666667,"[800, 600]",202.52
169,5,185,8112,98.52674216111208,2305,0.48020833333333335,"[800, 600]",202.52
170,5,186,6490,98.36009335105875,1994,0.4154166666666666,"[800, 600]",202.52
171,5,187,7244,97.69164348294892,2254,0.4695833333333333,"[800, 600]",202.52
172,5,188,7266,97.40561526168126,2092,0.4358333333333333,"[800, 600]",202.52
173,5,189,7182,97.3096209642696,1799,0.3747916666666667,"[800, 600]",202.52
174,5,190,7074,97.30783597396959,1642,0.34208333333333335,"[800, 600]",202.52
175,5,191,6254,97.22347903681084,1532,0.3191666666666667,"[800, 600]",202.52
176,5,192,7596,96.9258309921262,1439,0.2997916666666667,"[800, 600]",202.52
177,5,193,7618,96.97329318590938,1274,0.2654166666666667,"[800, 600]",202.52
178,5,194,6942,97.42946868160277,1214,0.2529166666666667,"[800, 600]",202.52
179,5,195,20594,94.93633643097411,1173,0.244375,"[800, 600]",202.52
180,5,196,8182,94.51565204807817,637,0.13270833333333334,"[800, 600]",202.52
181,5,197,7458,94.7249938767281,267,0.055625,"[800, 600]",202.52
182,5,198,7578,94.83084393706326,254,0.052916666666666674,"[800, 600]",202.52
183,5,199,7634,94.94177123947433,182,0.03791666666666667,"[800, 600]",202.52
184,5,200,7248,95.04476809420575,41,0.008541666666666666,"[800, 600]",202.52
185,5,201,5956,95.0721764893229,25,0.005208333333333334,"[800, 600]",202.52
186,5,202,6770,95.1197927517942,2,0.0004166666666666667,"[800, 600]",202.52
187,5,203,8182,95.1853187872964,2,0.0004166666666666667,"[800, 600]",202.52
188,5,204,7182,95.28389563783293,2,0.0004166666666666667,"[800, 600]",202.52
189,5,205,6364,95.47203362303577,37,0.007708333333333333,"[800, 600]",202.52
190,5,206,6628,95.74758394367016,103,0.021458333333333333,"[800, 600]",202.52
191,5,207,6198,95.95118837701138,145,0.030208333333333334,"[800, 600]",202.52
192,5,208,6218,96.09561278861551,152,0.03166666666666666,"[800, 600]",202.52
193,5,209,5740,96.12892532200765,161,0.033541666666666664,"[800, 600]",202.52
194,5,210,20256,94.55307496617665,138,0.028749999999999998,"[800, 600]",202.52
195,5,211,8326,94.96367513228049,93,0.019375,"[800, 600]",202.52
196,5,212,8184,95.15794955257252,96,0.02,"[800, 600]",202.52
197,5,213,7778,95.32867762496963,98,0.020416666666666666,"[800, 600]",202.52
198,5,214,7024,95.51611771621926,86,0.017916666666666668,"[800, 600]",202.52
199,5,215,6402,95.65315023587127,46,0.009583333333333334,"[800, 600]",202.52
200,5,216,6976,95.75496044233559,42,0.008749999999999999,"[800, 600]",202.52
201,5,217,6596,95.77918760055594,87,0.018125,"[800, 600]",202.52
202,5,218,6814,95.78681142620448,89,0.018541666666666665,"[800, 600]",202.52
203,5,219,5338,95.82532725165295,63,0.013125,"[800, 600]",202.52
204,5,220,6330,95.82004663696816,74,0.015416666666666665,"[800, 600]",202.52
205,5,221,6138,95.7772810428376,91,0.018958333333333334,"[800, 600]",202.52
206,5,324,6422,95.47363605427317,2,0.0004166666666666667,"[800, 600]",202.52
207,5,325,6664,95.79717059675698,61,0.012708333333333332,"[800, 600]",202.52
208,5,454,15716,40.82544735189309,4351,0.9064583333333333,"[800, 600]",202.52
209,5,455,12600,40.75463292061178,2580,0.5375,"[800, 600]",202.52
210,5,507,41714,37.66318485928702,3679,0.7664583333333334,"[800, 600]",202.52
211,5,508,18808,37.658930362521545,392,0.08166666666666667,"[800, 600]",202.52
212,5,509,14548,37.76544760834204,904,0.18833333333333335,"[800, 600]",202.52
213,5,510,24968,38.45777260857861,385,0.08020833333333334,"[800, 600]",202.52
214,5,511,15240,39.51430880899638,1475,0.30729166666666663,"[800, 600]",202.52
215,5,512,10166,39.44801154954074,848,0.17666666666666667,"[800, 600]",202.52
216,5,513,16448,38.97394484017264,2956,0.6158333333333333,"[800, 600]",202.52
217,5,514,18622,38.29339273130547,5892,1.2275,"[800, 600]",202.52
218,5,515,20358,37.526066989821835,7274,1.5154166666666666,"[800, 600]",202.52
219,5,516,25948,37.03744347746289,8571,1.785625,"[800, 600]",202.52
220,5,517,21746,36.94926578344303,7744,1.6133333333333333,"[800, 600]",202.52
221,5,518,18192,37.03779585405554,5682,1.18375,"[800, 600]",202.52
222,5,519,19818,37.134570774214275,5634,1.17375,"[800, 600]",202.52
223,5,520,18584,36.981168051618425,4401,0.916875,"[800, 600]",202.52
224,5,521,19652,36.08307259984674,7001,1.4585416666666666,"[800, 600]",202.52
225,5,522,19952,35.413914181752205,3419,0.7122916666666667,"[800, 600]",202.52
226,5,523,16492,35.61609757272831,3335,0.6947916666666667,"[800, 600]",202.52
227,5,524,16748,34.44998453195816,2550,0.53125,"[800, 600]",202.52
228,5,525,35266,32.85537635760036,7279,1.5164583333333335,"[800, 600]",202.52
229,5,526,15400,32.32923065563933,3516,0.7325,"[800, 600]",202.52
230,5,527,20754,31.990062815472413,4840,1.0083333333333333,"[800, 600]",202.52
231,5,528,20480,33.01891734247575,4571,0.9522916666666668,"[800, 600]",202.52
232,5,529,17944,34.28889164503146,8266,1.7220833333333334,"[800, 600]",202.52
233,5,530,18248,34.36801346705752,860,0.17916666666666667,"[800, 600]",202.52
234,5,531,28660,34.16139910333146,1156,0.24083333333333334,"[800, 600]",202.52
235,5,532,16140,34.080315863398326,961,0.20020833333333332,"[800, 600]",202.52
236,5,533,15760,34.184427650748944,2258,0.47041666666666665,"[800, 600]",202.52
237,5,534,26974,34.010374501537314,4149,0.864375,"[800, 600]",202.52
238,5,535,23712,32.07412167107802,8924,1.8591666666666666,"[800, 600]",202.52
239,5,536,30518,32.16235803137801,14812,3.0858333333333334,"[800, 600]",202.52
240,5,537,38110,29.86246387406059,15489,3.2268749999999997,"[800, 600]",202.52
241,5,538,26010,28.38999136214239,10585,2.205208333333333,"[800, 600]",202.52
242,5,539,17496,28.22428862151092,1689,0.351875,"[800, 600]",202.52
243,5,540,31584,27.336324823908026,7472,1.5566666666666666,"[800, 600]",202.52
244,5,541,13982,27.29717608638063,1172,0.24416666666666667,"[800, 600]",202.52
245,5,542,27950,26.48353867520607,10920,2.275,"[800, 600]",202.52
246,5,543,35984,25.685158864630548,13915,2.8989583333333333,"[800, 600]",202.52
247,5,544,45732,24.019572417497542,20894,4.352916666666666,"[800, 600]",202.52
248,5,545,34964,23.583736102734978,17040,3.55,"[800, 600]",202.52
249,5,546,34008,23.266817272053995,15857,3.3035416666666664,"[800, 600]",202.52
250,5,547,22810,22.623217655521916,10265,2.138541666666667,"[800, 600]",202.52
251,5,548,16958,22.241133995288383,6437,1.3410416666666667,"[800, 600]",202.52
252,5,549,24322,21.378794615749,9969,2.076875,"[800, 600]",202.52
253,5,550,16598,18.48469258663817,7775,1.6197916666666665,"[800, 600]",202.52
254,5,551,9484,18.203097779441347,1311,0.273125,"[800, 600]",202.52
255,5,552,25092,20.458717773064095,6071,1.2647916666666668,"[800, 600]",202.52
256,5,553,15782,21.55725685047465,9031,1.8814583333333332,"[800, 600]",202.52
257,5,554,19452,21.485034486108677,10709,2.2310416666666666,"[800, 600]",202.52
258,5,555,140866,20.567889649995045,16957,3.5327083333333333,"[800, 600]",202.52
259,5,556,21314,20.628849015474614,7425,1.546875,"[800, 600]",202.52
260,5,557,13450,20.243218022488225,4690,0.9770833333333333,"[800, 600]",202.52
261,5,558,10872,20.143258889164944,3295,0.6864583333333334,"[800, 600]",202.52
262,5,559,12594,19.850898128002935,4088,0.8516666666666667,"[800, 600]",202.52
263,5,560,13914,17.596497367924783,11403,2.375625,"[800, 600]",202.52
264,5,561,19022,15.2202068490844,5441,1.1335416666666667,"[800, 600]",202.52
265,5,562,14772,14.1487451791877,4040,0.8416666666666666,"[800, 600]",202.52
266,5,563,13504,13.36297437639576,4502,0.9379166666666666,"[800, 600]",202.52
267,5,564,16882,11.786292038234267,7594,1.5820833333333333,"[800, 600]",202.52
268,5,565,10044,11.191724199524398,3379,0.7039583333333334,"[800, 600]",202.52
269,5,566,12666,10.262209716245641,2845,0.5927083333333334,"[800, 600]",202.52
270,5,567,164790,9.669446109139935,8782,1.8295833333333333,"[800, 600]",202.52
271,5,568,30872,8.676178415556032,5759,1.1997916666666668,"[800, 600]",202.52
272,5,569,19498,7.68483414681201,2936,0.6116666666666667,"[800, 600]",202.52
273,5,570,136222,6.756308411461332,13945,2.9052083333333334,"[800, 600]",202.52
274,5,571,23572,6.57635681306192,457,0.09520833333333333,"[800, 600]",202.52
275,5,572,34694,5.9589787680613995,13015,2.7114583333333333,"[800, 600]",202.52
276,5,573,38266,4.591791992824281,14235,2.9656249999999997,"[800, 600]",202.52
277,5,574,25640,4.860070539847152,6130,1.2770833333333333,"[800, 600]",202.52
278,5,575,12946,5.38821017127949,2050,0.4270833333333333,"[800, 600]",202.52
279,5,576,10820,5.282493959782804,2467,0.5139583333333334,"[800, 600]",202.52
280,5,577,61496,3.8480766613644373,23560,4.908333333333333,"[800, 600]",202.52
281,5,578,48216,2.95648021077443,12116,2.5241666666666664,"[800, 600]",202.52
282,5,579,26042,2.9704385700337075,9837,2.049375,"[800, 600]",202.52
283,5,580,17244,2.8337134910707125,2155,0.44895833333333335,"[800, 600]",202.52
284,5,581,20708,2.8023782086145292,3207,0.668125,"[800, 600]",202.52
285,5,582,49084,2.2711443719664732,8549,1.7810416666666666,"[800, 600]",202.52
286,5,583,58382,1.9640326453440249,8639,1.7997916666666665,"[800, 600]",202.52
287,5,584,57196,1.9787633809774083,7391,1.5397916666666667,"[800, 600]",202.52
288,5,585,56552,1.802528323571594,4613,0.9610416666666667,"[800, 600]",202.52
289,5,586,24464,1.9526864349018054,2480,0.5166666666666666,"[800, 600]",202.52
290,5,587,30078,2.229528425459776,5314,1.1070833333333334,"[800, 600]",202.52
291,5,588,74570,2.54058768604431,13611,2.835625,"[800, 600]",202.52
292,5,589,26720,2.665680561288984,2258,0.47041666666666665,"[800, 600]",202.52
293,5,590,17686,2.536169544994236,2772,0.5775,"[800, 600]",202.52
294,5,591,23382,2.2484019396358668,4155,0.8656250000000001,"[800, 600]",202.52
295,5,592,65024,2.0510321676323837,7755,1.615625,"[800, 600]",202.52
296,5,593,32404,1.9249201591566756,1799,0.3747916666666667,"[800, 600]",202.52
297,5,594,29300,1.8104365419301587,1036,0.21583333333333332,"[800, 600]",202.52
298,5,595,34460,1.5567645478155012,1959,0.40812499999999996,"[800, 600]",202.52
299,5,596,21160,1.5611584389075472,235,0.04895833333333333,"[800, 600]",202.52
300,5,597,76880,1.2916612324319956,2601,0.541875,"[800, 600]",202.52
301,5,598,23596,1.4518087243291204,3123,0.650625,"[800, 600]",202.52
302,5,599,38998,1.4375177177372316,4213,0.8777083333333333,"[800, 600]",202.52
303,5,600,222900,1.8585697194290811,30775,6.411458333333334,"[800, 600]",202.52
304,5,601,108018,1.6517502694897255,26205,5.4593750000000005,"[800, 600]",202.52
305,5,602,120674,2.3692074041219846,30365,6.326041666666667,"[800, 600]",202.52
306,5,603,105244,2.7350765853773655,34714,7.232083333333334,"[800, 600]",202.52
307,5,604,81046,2.8683635433213843,9703,2.0214583333333334,"[800, 600]",202.52
308,5,605,92476,2.9685061844885507,25879,5.3914583333333335,"[800, 600]",202.52
309,5,606,42704,3.3613640699524088,2224,0.4633333333333333,"[800, 600]",202.52
310,5,607,30358,3.0596705705604474,3638,0.7579166666666667,"[800, 600]",202.52
311,5,608,52314,2.751213470425066,6078,1.26625,"[800, 600]",202.52
312,5,609,56160,2.764839698770165,6436,1.3408333333333333,"[800, 600]",202.52
313,5,610,69936,3.2496318088290055,24901,5.187708333333333,"[800, 600]",202.52
314,5,611,22772,3.58339744040904,933,0.194375,"[800, 600]",202.52
315,5,612,17766,3.628255463324366,380,0.07916666666666666,"[800, 600]",202.52
316,5,613,26874,3.069214341020417,2778,0.57875,"[800, 600]",202.52
317,5,614,49102,2.9703261298321784,11549,2.406041666666667,"[800, 600]",202.52
318,5,615,103118,2.7773308599937616,40351,8.406458333333333,"[800, 600]",202.52
319,5,616,61408,2.658869255977755,12205,2.542708333333333,"[800, 600]",202.52
320,5,617,44350,2.6496103457155695,2268,0.47250000000000003,"[800, 600]",202.52
321,5,618,59292,2.6719044961084406,12322,2.567083333333333,"[800, 600]",202.52
322,5,619,80516,2.573361560260996,20977,4.370208333333333,"[800, 600]",202.52
323,5,620,52772,2.3275172816453162,3499,0.7289583333333334,"[800, 600]",202.52
324,5,621,51262,2.223172168405995,3380,0.7041666666666666,"[800, 600]",202.52
325,5,622,24718,2.146247633139419,130,0.02708333333333333,"[800, 600]",202.52
326,5,623,23634,2.307090384264284,5259,1.095625,"[800, 600]",202.52
327,5,624,201328,2.3377327228288407,2148,0.4475,"[800, 600]",202.52
328,5,625,53634,2.254799340195688,718,0.14958333333333335,"[800, 600]",202.52
329,5,626,77036,1.8216590289382215,30046,6.2595833333333335,"[800, 600]",202.52
330,5,627,295704,2.45013237730999,7669,1.5977083333333333,"[800, 600]",202.52
331,5,628,102166,2.511944986772614,6761,1.4085416666666666,"[800, 600]",202.52
332,5,629,100726,2.298990153758378,7783,1.6214583333333334,"[800, 600]",202.52
333,5,630,299556,3.2006591437654577,75090,15.64375,"[800, 600]",202.52
334,5,631,31846,2.667831055837625,2158,0.44958333333333333,"[800, 600]",202.52
335,5,632,130796,2.9581918358689583,69336,14.445,"[800, 600]",202.52
336,5,633,25204,2.7558369001326097,777,0.161875,"[800, 600]",202.52
337,5,634,42002,3.0533485545754853,8506,1.7720833333333335,"[800, 600]",202.52
338,5,635,29304,2.9374419745462457,1022,0.21291666666666667,"[800, 600]",202.52
339,5,636,15674,2.842806108410628,23,0.004791666666666667,"[800, 600]",202.52
340,5,637,30574,2.7974748464073924,2216,0.46166666666666667,"[800, 600]",202.52
341,5,638,35258,2.722858241844665,673,0.14020833333333332,"[800, 600]",202.52
342,5,639,22212,2.9294848956260062,432,0.09,"[800, 600]",202.52
343,5,640,17776,2.970236862343697,2432,0.5066666666666666,"[800, 600]",202.52
