frame,time,blurriness,lighting_change,block,movement,normal,has_blur,has_move,has_overexposure,has_block
25,1.0,452.6815953199085,0,0.9742476851851852,0.0052546579974582,1,0,0,0,0
26,1.04,451.92646198636675,1,0.9742645640432098,0.0056738494008714,1,0,0,0,0
27,1.08,452.3394012634842,0,0.9742380401234568,0.0067403757413459,1,0,0,0,0
28,1.12,451.42803471312766,4,0.9742621527777776,0.0041129663671023,1,0,0,0,0
29,1.16,452.72644574337863,0,0.974242862654321,0.0085242393639554,1,0,0,0,0
30,1.2,450.35629219379626,2,0.9742115162037036,0.0208191115952553,1,0,0,0,0
31,1.24,450.6461286291532,0,0.9742356288580248,0.0022596772119341,1,0,0,0,0
32,1.28,452.2224480937903,3,0.973734085648148,0.0074512546145001,1,0,0,0,0
33,1.32,451.9820810949067,4,0.973975212191358,0.005983739560639,1,0,0,0,0
34,1.36,452.9673406225876,4,0.9740306712962964,0.0059686478758169,1,0,0,0,0
35,1.4,452.3969801931057,6,0.9740668402777778,0.0059738864681675,1,0,0,0,0
36,1.44,452.6627324796113,4,0.9740885416666668,0.0050138718681917,1,0,0,0,0
37,1.48,451.7273933363841,1,0.9742838541666666,0.0067548149661099,1,0,0,0,0
38,1.52,452.6701742138753,3,0.974293499228395,0.0052764255779472,1,0,0,0,0
39,1.56,452.7906646907069,2,0.9742500964506172,0.0053017864167271,1,0,0,0,0
40,1.6,452.01587207051136,6,0.9742380401234568,0.005795755416364,1,0,0,0,0
41,1.64,453.1250668822656,7,0.9741801697530864,0.005767028261922,1,0,0,0,0
42,1.68,452.91445684227455,5,0.9741874035493828,0.005626390023602,1,0,0,0,0
43,1.72,453.12707248987175,2,0.9742066936728396,0.0058903337569595,1,0,0,0,0
44,1.76,452.9555420630683,2,0.9742308063271604,0.005254232480029,1,0,0,0,0
45,1.8,452.5398788982344,0,0.9742404513888888,0.0059545868887678,1,0,0,0,0
46,1.84,452.3170754044145,2,0.974266975308642,0.0052196804647785,1,0,0,0,0
47,1.88,451.84172057169974,0,0.9742790316358024,0.0058513185366739,1,0,0,0,0
48,1.92,451.7967721907631,1,0.9742959104938272,0.0059254814966109,1,0,0,0,0
49,1.96,452.2041965303507,3,0.9743248456790125,0.00515433989954,1,0,0,0,0
50,2.0,453.4855286397528,1,0.974320023148148,0.0061313751966836,1,0,0,0,0
51,2.04,453.6883714706778,3,0.9743513695987654,0.0057416485112563,1,0,0,0,0
52,2.08,452.9734866183641,5,0.9743248456790125,0.0057422347797143,1,0,0,0,0
53,2.12,453.8903337458346,5,0.9743489583333332,0.0053694720557976,1,0,0,0,0
54,2.16,453.38205393226775,0,0.9743851273148147,0.005525249258654,1,0,0,0,0
55,2.2,453.2405413465788,3,0.9743851273148147,0.0060759444595739,1,0,0,0,0
56,2.24,453.7846120009665,5,0.974341724537037,0.005553910221496,1,0,0,0,0
57,2.28,452.5971461278144,3,0.9743031442901234,0.0055584301621883,1,0,0,0,0
58,2.32,452.0298735684787,8,0.9742621527777776,0.0064724699679254,1,0,0,0,0
59,2.36,451.777510542007,2,0.9743272569444444,0.0054516631112321,1,0,0,0,0
60,2.4,445.9085382607541,5,0.9743803047839508,0.0215587838144517,1,0,0,0,0
61,2.44,447.3393832725148,0,0.9743778935185186,0.0023199115680222,1,0,0,0,0
62,2.48,447.28903894257274,3,0.974365837191358,0.0046653541817961,1,0,0,0,0
63,2.52,448.59362290619447,0,0.9743682484567902,0.006001478909465,1,0,0,0,0
64,2.56,447.75908856836554,2,0.9743778935185186,0.0052876025024207,1,0,0,0,0
65,2.6,448.705908445455,1,0.9743537808641975,0.0053560729847494,1,0,0,0,0
66,2.64,448.3145870506076,0,0.9743682484567902,0.0063867896695715,1,0,0,0,0
67,2.68,448.7733685076678,1,0.974365837191358,0.0053447069414185,1,0,0,0,0
68,2.72,449.15386355678146,3,0.9744478202160494,0.0058156034404502,1,0,0,0,0
69,2.76,450.6937265589498,0,0.9743320794753086,0.0059281953522149,1,0,0,0,0
70,2.8,450.8552745753156,0,0.9743272569444444,0.0052273870582183,1,0,0,0,0
71,2.84,451.7716131644588,1,0.974363425925926,0.0056195533769063,1,0,0,0,0
72,2.88,451.20469862139777,3,0.9743272569444444,0.0059039975944081,1,0,0,0,0
73,2.92,450.8768003444907,2,0.9743344907407409,0.0052048535463568,1,0,0,0,0
74,2.96,451.0227469196968,0,0.9743441358024691,0.0060560113320019,1,0,0,0,0
75,3.0,451.3864355317524,1,0.9744237075617284,0.0050092479121278,0,0,1,0,0
76,3.04,451.6846393089254,1,0.9744405864197532,0.0057357007231905,0,0,1,0,0
77,3.08,452.007138930578,1,0.9743947723765432,0.0057768529865649,0,0,1,0,0
78,3.12,451.8691035303917,0,0.9743441358024691,0.0054800782195594,0,0,1,0,0
79,3.16,451.84294349115737,1,0.9743103780864196,0.0056398931100217,0,0,1,0,0
80,3.2,451.8765443093129,3,0.9743320794753086,0.0054352665062938,0,0,1,0,0
81,3.24,451.6440647552532,1,0.974320023148148,0.0057842569898329,0,0,1,0,0
82,3.28,452.1637916931002,0,0.974317611882716,0.0052779290728637,0,0,1,0,0
83,3.32,450.76244844705536,1,0.9744068287037037,0.0057927862503025,0,0,1,0,0
84,3.36,450.8476430731543,2,0.9739366319444444,0.0062998517308157,0,0,1,0,0
85,3.4,450.0559399506161,2,0.974242862654321,0.0057079097070927,0,0,1,0,0
86,3.44,451.1768099623419,1,0.9742814429012344,0.0054862151264826,0,0,1,0,0
87,3.48,410.90323764544064,1413,0.9751350308641976,0.019715782725127,0,0,1,0,0
88,3.52,125.310110288968,49763,0.9773292824074076,0.1406378506263616,0,0,1,0,0
89,3.56,81.09484170413965,75748,0.9783781828703704,0.2009158364348826,0,0,1,0,0
90,3.6,94.00883723533546,88575,0.978127411265432,0.2320133120763737,0,0,1,0,0
91,3.64,60.967009029147135,77677,0.9786771797839506,0.2219716964717986,0,0,1,0,0
92,3.68,63.138642564705826,47772,0.9780116705246914,0.1682637375938029,0,0,1,0,0
93,3.72,66.65894293090447,59806,0.9777440200617284,0.1698382277293633,0,0,1,0,0
94,3.76,69.69277095067322,56462,0.977442611882716,0.1619821263767852,0,0,1,0,0
95,3.8,101.64686471011429,53336,0.9764829282407408,0.1553850081699346,0,0,1,0,0
96,3.84,295.2602790568787,49968,0.9727334104938272,0.1452427813332123,0,0,1,0,0
97,3.88,315.1609325574408,442,0.9716435185185184,0.0324573064179375,0,0,1,0,0
98,3.92,346.48237956803047,158,0.9715181327160494,0.0341623547567175,0,0,1,0,0
99,3.96,374.0337099344573,60,0.971313175154321,0.0303487824527959,0,0,1,0,0
100,4.0,397.09396907627894,57,0.9712504822530864,0.0307297907588961,0,0,1,0,0
101,4.04,411.6824841791348,35,0.9714265046296297,0.0269724624031711,1,0,0,0,0
102,4.08,425.2522080074719,25,0.9713710455246912,0.0254180661462115,1,0,0,0,0
103,4.12,433.2186554783951,20,0.971578414351852,0.0260106511740498,1,0,0,0,0
104,4.16,437.10211917997543,20,0.9717592592592592,0.0236964131717501,1,0,0,0,0
105,4.2,429.67094691249383,52,0.9720510223765432,0.0250943986776809,1,0,0,0,0
106,4.24,427.7427200407853,27,0.9722005208333332,0.0196892966291454,1,0,0,0,0
107,4.28,429.4461500721591,14,0.9724440586419754,0.0221252893518518,1,0,0,0,0
108,4.32,431.33031837591864,14,0.972557388117284,0.0196208166908738,1,0,0,0,0
109,4.36,428.1369286260038,10,0.9727213541666668,0.0181306357419511,1,0,0,0,0
110,4.4,412.7346242570287,52,0.9731288580246914,0.0168389161220043,1,0,0,0,0
111,4.44,397.4329760191468,30,0.973485725308642,0.0211976519002662,1,0,0,0,0
112,4.48,396.6349295988403,15,0.9736279899691358,0.0149084475611232,1,0,0,0,0
113,4.52,413.3187644989369,39,0.9734519675925926,0.0159574614954006,1,0,0,0,0
114,4.56,439.2086858176341,39,0.973338638117284,0.0178794197076978,1,0,0,0,0
115,4.6,466.2447268884441,40,0.9732325424382716,0.0168132243252239,1,0,0,0,0
116,4.64,487.05968195026946,49,0.9732518325617284,0.0157555582032195,1,0,0,0,0
117,4.68,500.209182306937,46,0.9733772183641975,0.0165486659555797,1,0,0,0,0
118,4.72,505.67073340995773,24,0.973536361882716,0.0147842437515129,1,0,0,0,0
119,4.76,496.9154711227289,75,0.9737533757716048,0.0136011161794964,1,0,0,0,0
120,4.8,469.06180389446155,104,0.9744212962962964,0.0342863978152989,1,0,0,0,0
121,4.84,470.3671449086464,16,0.974387538580247,0.0019991565298959,1,0,0,0,0
122,4.88,475.6533475497002,13,0.9744020061728396,0.0071327595467199,1,0,0,0,0
123,4.92,481.8341491524734,7,0.9744526427469136,0.010195454339143,1,0,0,0,0
124,4.96,477.8749906682016,12,0.9745490933641976,0.0105894267429193,1,0,0,0,0
125,5.0,478.5898848888676,5,0.9746503665123456,0.0088648518821108,1,0,0,0,0
126,5.04,483.90922417971944,7,0.9745997299382716,0.0087166299776083,1,0,0,0,0
127,5.08,497.2471462582851,20,0.9746238425925926,0.0113065843621399,1,0,0,0,0
128,5.12,513.1557853513605,28,0.974438175154321,0.0095285739681675,1,0,0,0,0
129,5.16,531.0570016303145,34,0.9742259837962964,0.0095929594831759,1,0,0,0,0
130,5.2,540.0037893566462,46,0.9740186149691358,0.0118200893397482,1,0,0,0,0
131,5.24,549.8445637148644,6,0.9738667052469137,0.0090462546901476,1,0,0,0,0
132,5.28,558.1237671181007,8,0.9738208912037036,0.0087548603546356,1,0,0,0,0
133,5.32,561.5739352967944,7,0.9737364969135802,0.0079188793572984,1,0,0,0,0
134,5.36,565.9291848877622,9,0.9737196180555556,0.0072829766551682,1,0,0,0,0
135,5.4,569.5699678527188,12,0.9738329475308642,0.0088333825042362,1,0,0,0,0
136,5.44,573.2255905639702,5,0.9738956404320988,0.0068419514796659,1,0,0,0,0
137,5.48,572.4050666145041,15,0.9738980516975309,0.0057811932643427,1,0,0,0,0
138,5.52,566.2380273810019,21,0.973922164351852,0.0089669098735173,1,0,0,0,0
139,5.56,567.5891539471487,13,0.9738932291666668,0.0077484548989348,1,0,0,0,0
140,5.6,568.713635327578,18,0.973902874228395,0.0063548569504962,1,0,0,0,0
141,5.64,575.3020348665261,20,0.9738642939814814,0.0055275281408859,1,0,0,0,0
142,5.68,580.8645967236474,8,0.9737654320987654,0.0058861731420963,1,0,0,0,0
143,5.72,582.8684770567478,25,0.973878761574074,0.006015104923142,1,0,0,0,0
144,5.76,581.546432198308,18,0.973902874228395,0.0072931323378116,1,0,0,0,0
145,5.8,581.8694185484353,20,0.9739438657407408,0.0051428225611232,1,0,0,0,0
146,5.84,590.6824146746704,19,0.9738594714506172,0.0079106526870007,1,0,0,0,0
147,5.88,597.1227071198632,14,0.9738835841049382,0.0048767417846768,1,0,0,0,0
148,5.92,603.825874158862,11,0.9738884066358025,0.007773579339143,1,0,0,0,0
149,5.96,602.9770695750209,16,0.9740403163580248,0.0063650504569111,1,0,0,0,0
150,6.0,597.0441541098531,69,0.9742983217592592,0.0271122685185185,1,0,0,0,0
151,6.04,588.6816207569683,53,0.9744743441358024,0.0027365120430888,1,0,0,0,0
152,6.08,563.4947382556489,41,0.9747950424382716,0.0083188373729121,1,0,0,0,0
153,6.12,546.2398497331383,24,0.9749614197530864,0.008364065147664,1,0,0,0,0
154,6.16,544.4397626728511,4,0.9749807098765432,0.0048149093742435,1,0,0,0,0
155,6.2,550.0444460486056,17,0.9749614197530864,0.0065311535493827,1,0,0,0,0
156,6.24,559.7203758980475,36,0.9749156057098766,0.0057800869190268,1,0,0,0,0
157,6.28,576.348136868918,31,0.9747130594135802,0.0065852037188332,1,0,0,0,0
158,6.32,587.1938439939955,39,0.9746720679012346,0.0082415066721132,1,0,0,0,0
159,6.36,591.6610678274081,21,0.9745466820987654,0.0069496546689663,1,0,0,0,0
160,6.4,597.08312383534,57,0.9744261188271603,0.0049972483206245,1,0,0,0,0
161,6.44,602.0785664252497,12,0.9743296682098764,0.0046823843349068,1,0,0,0,0
162,6.48,608.3086401389455,18,0.9742790316358024,0.0054203166606148,1,0,0,0,0
163,6.52,611.2344255009344,18,0.9742959104938272,0.0051126108236504,1,0,0,0,0
164,6.56,607.6587660934991,35,0.9743465470679012,0.0074007504236262,1,0,0,0,0
165,6.6,596.9441076738241,62,0.974508101851852,0.0061227040970709,1,0,0,0,0
166,6.64,576.43827590279,47,0.974831211419753,0.008294365392762,1,0,0,0,0
167,6.68,559.8148602504175,15,0.9749807098765432,0.0075184107207697,1,0,0,0,0
168,6.72,557.951274054024,4,0.9750144675925926,0.0050063071138949,1,0,0,0,0
169,6.76,557.8089487518498,9,0.9749927662037036,0.00600689716473,1,0,0,0,0
170,6.8,559.0172332686866,3,0.9750217013888888,0.0054876618857419,1,0,0,0,0
171,6.84,559.7541179250338,13,0.9749590084876544,0.0051801167998063,1,0,0,0,0
172,6.88,561.1999918932305,11,0.9749590084876544,0.0060025568869523,1,0,0,0,0
173,6.92,561.3447883197741,5,0.974946952160494,0.0053345796266037,1,0,0,0,0
174,6.96,562.3596557706437,6,0.9749421296296296,0.0055639808006535,1,0,0,0,0
175,7.0,564.548444598157,7,0.9749662422839506,0.0054102082576857,1,0,0,0,0
176,7.04,564.6325463721834,5,0.9749421296296296,0.0057166942780198,1,0,0,0,0
177,7.08,566.3034283031202,7,0.9749228395061728,0.0052685014978213,1,0,0,0,0
178,7.12,567.1582804936655,5,0.9749324845679012,0.005268964839022,1,0,0,0,0
179,7.16,569.5039526389455,5,0.974925250771605,0.0058504013102154,1,0,0,0,0
180,7.2,566.5428148727291,11,0.9748095100308642,0.0248163277656741,1,0,0,0,0
181,7.24,567.2235294838224,8,0.9748239776234568,0.0025839025810941,1,0,0,0,0
182,7.28,568.6044341210688,6,0.9747950424382716,0.005388346117768,1,0,0,0,0
183,7.32,569.7032105969865,7,0.9747781635802468,0.0058764335209392,1,0,0,0,0
184,7.36,570.6859920548281,6,0.9747757523148148,0.0058522546750181,1,0,0,0,0
185,7.4,571.1372313825133,9,0.9748046875,0.0065435786583151,1,0,0,0,0
186,7.44,571.0550204034499,5,0.9747926311728397,0.0059140776295085,1,0,0,0,0
187,7.48,572.1897669158224,4,0.9748432677469137,0.0065713980422415,1,0,0,0,0
188,7.52,571.7701433482415,8,0.9748432677469137,0.0058773223795691,1,0,0,0,0
189,7.56,572.7334157600745,7,0.9748336226851853,0.0062369129750665,1,0,0,0,0
190,7.6,574.1664885003617,9,0.9747178819444444,0.0055943816569837,1,0,0,0,0
191,7.64,575.337179524678,8,0.974780574845679,0.0061372851609779,1,0,0,0,0
192,7.68,575.0982307495946,7,0.9747853973765432,0.0047306474673202,1,0,0,0,0
193,7.72,574.7763721439843,11,0.9748480902777776,0.0070973848644396,1,0,0,0,0
194,7.76,574.7363220096177,4,0.9747757523148148,0.0042395814421447,1,0,0,0,0
195,7.8,575.6640866720987,11,0.9747998649691358,0.0071690325435729,1,0,0,0,0
196,7.84,574.8275006756043,6,0.9748046875,0.0043638987230694,1,0,0,0,0
197,7.88,575.2731769023954,6,0.9747829861111112,0.0075333227426773,1,0,0,0,0
198,7.92,578.6177589845065,4,0.9747010030864196,0.0042588621096586,1,0,0,0,0
199,7.96,578.4060090222771,11,0.97475887345679,0.0071480025266279,1,0,0,0,0
200,8.0,577.1252068832251,7,0.9747299382716048,0.0044631293875574,1,0,0,0,0
201,8.04,579.7749478865258,6,0.9747202932098764,0.0070088299594529,1,0,0,0,0
202,8.08,578.5126213547239,3,0.974732349537037,0.0046522293330912,1,0,0,0,0
203,8.12,579.5803008672955,12,0.97475887345679,0.0076530255234809,1,0,0,0,0
204,8.16,579.1934664334873,5,0.9747757523148148,0.0040303403382958,1,0,0,0,0
205,8.2,580.8388073203005,8,0.9747371720679012,0.0069122469589687,1,0,0,0,0
206,8.24,581.914429946711,4,0.9747227044753086,0.0042828140129508,1,0,0,0,0
207,8.28,582.764316431222,3,0.9746913580246912,0.0073736591473008,1,0,0,0,0
208,8.32,581.403047155006,7,0.9746696566358024,0.0047160853152989,1,0,0,0,0
209,8.36,581.968872167433,12,0.9747202932098764,0.0069338916122004,1,0,0,0,0
210,8.4,581.2585017587351,23,0.97465518904321,0.0241888124848704,1,0,0,0,0
211,8.44,581.6901016499023,7,0.9746648341049384,0.0021120226640038,1,0,0,0,0
212,8.48,581.8580225326556,13,0.9746238425925926,0.0058425434216896,1,0,0,0,0
213,8.52,585.7175281791472,18,0.9746262538580248,0.0069778806584362,1,0,0,0,0
214,8.56,585.8229180227942,7,0.97465518904321,0.0068115884471072,1,0,0,0,0
215,8.6,585.9475457755066,10,0.9746141975308642,0.0060222347040668,1,0,0,0,0
216,8.64,586.9021902491405,9,0.9746383101851852,0.0060764645364318,1,0,0,0,0
217,8.68,586.7138159206144,8,0.9747130594135802,0.0051753320927136,1,0,0,0,0
218,8.72,588.2193976307075,7,0.974660011574074,0.0062752189996368,1,0,0,0,0
219,8.76,586.5272604741236,7,0.9746455439814816,0.005375816993464,1,0,0,0,0
220,8.8,586.8925406490791,3,0.9746407214506172,0.006692292271847,1,0,0,0,0
221,8.84,587.6684222167214,6,0.97465518904321,0.0051453000181554,1,0,0,0,0
222,8.88,588.5382644753266,12,0.9746358989197532,0.0069858614742193,1,0,0,0,0
223,8.92,590.2739535702468,14,0.9745732060185184,0.0041162664911643,1,0,0,0,0
224,8.96,590.0231344720079,12,0.9745466820987654,0.007276319671387,1,0,0,0,0
225,9.0,590.9718760195551,9,0.9745466820987654,0.0048277221768336,1,0,0,0,0
226,9.04,591.2248242006037,11,0.9746214313271604,0.0073212354000242,1,0,0,0,0
227,9.08,591.1115794569776,7,0.9745900848765432,0.0037856016249092,1,0,0,0,0
228,9.12,588.9136587635348,6,0.974611786265432,0.0071453075829097,1,0,0,0,0
229,9.16,590.5374100579156,7,0.9746286651234568,0.0043398711722343,1,0,0,0,0
230,9.2,593.1505509571971,7,0.9746648341049384,0.0073566762739046,1,0,0,0,0
231,9.24,592.48392509875,8,0.974660011574074,0.0048905474612684,1,0,0,0,0
232,9.28,594.6075333244881,5,0.974660011574074,0.007289662006778,1,0,0,0,0
233,9.32,593.6740367664396,14,0.974657600308642,0.0041273204883805,1,0,0,0,0
234,9.36,594.7413619165721,6,0.9746720679012346,0.0078764694535221,1,0,0,0,0
235,9.4,594.0466547129486,4,0.9747251157407408,0.0036309969589687,1,0,0,0,0
236,9.44,595.4365770602418,6,0.974657600308642,0.0071219892277898,1,0,0,0,0
237,9.48,595.7436640717841,8,0.9746961805555556,0.0045050664941902,1,0,0,0,0
238,9.52,593.770539602667,4,0.9747202932098764,0.0069048051319293,1,0,0,0,0
239,9.56,594.8223233748073,5,0.9744285300925926,0.0058165301228516,1,0,0,0,0
240,9.6,593.3797037546395,9,0.9746286651234568,0.0247916761226095,1,0,0,0,0
241,9.64,594.3920543179064,11,0.9746817129629628,0.0019879039578794,1,0,0,0,0
242,9.68,595.8801752198249,5,0.9746817129629628,0.0060389717229484,1,0,0,0,0
243,9.72,595.6474275453577,6,0.9746865354938272,0.0060345463416848,1,0,0,0,0
244,9.76,598.3649027799489,10,0.974320023148148,0.0071249205700798,1,0,0,0,0
245,9.8,596.1602389097919,9,0.974611786265432,0.0063930967834664,1,0,0,0,0
246,9.84,597.6202763644852,8,0.9746238425925926,0.0064623710209392,1,0,0,0,0
247,9.88,598.1213214408027,13,0.9746190200617284,0.0050700496247881,1,0,0,0,0
248,9.92,597.1108946761713,11,0.9745973186728396,0.0052742790789155,1,0,0,0,0
249,9.96,598.4604353171118,10,0.9744743441358024,0.0073437310881142,1,0,0,0,0
250,10.0,598.5928780896236,4,0.9745201581790124,0.0045872859174534,1,0,0,0,0
251,10.04,599.1100998238715,9,0.9745490933641976,0.005041625060518,1,0,0,0,0
252,10.08,597.8508088217784,11,0.9745418595679012,0.0081818396725974,1,0,0,0,0
253,10.12,598.9486946011242,11,0.9745876736111112,0.0039365752087872,1,0,0,0,0
254,10.16,599.5850027491407,3,0.9746310763888888,0.0052636222312999,1,0,0,0,0
255,10.2,600.7380389428891,7,0.9746262538580248,0.0068602109053497,1,0,0,0,0
256,10.24,600.3833900231361,7,0.974611786265432,0.0043794064693778,1,0,0,0,0
257,10.28,601.5271342704783,10,0.9745707947530864,0.0066935310003631,1,0,0,0,0
258,10.32,602.4836520095437,4,0.9746190200617284,0.0044374565026627,1,0,0,0,0
259,10.36,599.4464098243849,14,0.9746624228395062,0.0076055661462115,1,0,0,0,0
260,10.4,597.6366579055262,9,0.9746358989197532,0.0040600603667392,1,0,0,0,0
261,10.44,599.2229974130747,10,0.9746455439814816,0.0054925978879206,1,0,0,0,0
262,10.48,602.0865049244737,8,0.97465518904321,0.0073039877602275,1,0,0,0,0
263,10.52,602.524549812924,3,0.9746166087962964,0.0038276994825708,1,0,0,0,0
264,10.56,601.6399199246323,11,0.9745876736111112,0.0074510276718712,1,0,0,0,0
265,10.6,603.1230562638591,14,0.9746407214506172,0.0048225497760832,1,0,0,0,0
266,10.64,604.3928414551859,5,0.9746913580246912,0.0047719321138949,1,0,0,0,0
267,10.68,604.9476251532343,3,0.974708236882716,0.0073610827432824,1,0,0,0,0
268,10.72,604.2395704151089,4,0.974710648148148,0.003822111020334,1,0,0,0,0
269,10.76,603.7097555911719,9,0.974684124228395,0.0059931576797385,1,0,0,0,0
270,10.8,600.6211124622151,16,0.9745997299382716,0.0249207024630839,1,0,0,0,0
271,10.84,601.0937355918519,10,0.9745924961419752,0.0031678921568627,1,0,0,0,0
272,10.88,600.8877160625692,11,0.9745732060185184,0.0056361296447591,1,0,0,0,0
273,10.92,601.2642624389699,9,0.9746238425925926,0.0060347921961994,1,0,0,0,0
274,10.96,601.5903980692005,4,0.9746431327160494,0.0064146374213265,1,0,0,0,0
275,11.0,601.7907407403686,7,0.9746286651234568,0.0063247681402808,1,0,0,0,0
276,11.04,600.6663590158964,10,0.9745973186728396,0.0063171750181554,1,0,0,0,0
277,11.08,602.4967073157459,12,0.9745997299382716,0.0046215164306463,1,0,0,0,0
278,11.12,606.861706946236,4,0.9745924961419752,0.0077655039639312,1,0,0,0,0
279,11.16,606.1490678739904,5,0.9745973186728396,0.0047335126180101,1,0,0,0,0
280,11.2,606.4390628557362,8,0.9746045524691358,0.0053733868161462,1,0,0,0,0
281,11.24,606.6748717019747,10,0.9746455439814816,0.0072034899993948,1,0,0,0,0
282,11.28,606.0450875351623,6,0.9746431327160494,0.0042870691872427,1,0,0,0,0
283,11.32,606.9091433979554,5,0.974705825617284,0.0053456903594771,1,0,0,0,0
284,11.36,607.0038388238507,7,0.9746961805555556,0.0072777664306463,1,0,0,0,0
285,11.4,606.2868377364545,6,0.9746889467592592,0.0044186580882352,1,0,0,0,0
286,11.44,606.5226094374898,12,0.9746768904320988,0.0053606685729847,1,0,0,0,0
287,11.48,606.9468217672633,11,0.9746865354938272,0.0074032089687726,1,0,0,0,0
288,11.52,605.5372603287747,5,0.9746961805555556,0.0037714933581457,1,0,0,0,0
289,11.56,605.2453489685058,6,0.9747202932098764,0.0052199830549503,1,0,0,0,0
290,11.6,605.8550208335786,8,0.974609375,0.0077188294299201,1,0,0,0,0
291,11.64,605.5921432086029,8,0.9746720679012346,0.0039437049897119,1,0,0,0,0
292,11.68,607.6899078556997,6,0.9746141975308642,0.0107431992858871,1,0,0,0,0
293,11.72,605.9888762083434,8,0.9746720679012346,0.0023235331941418,1,0,0,0,0
294,11.76,606.8503184358573,14,0.9747034143518518,0.0080769543542725,1,0,0,0,0
295,11.8,607.4813684341053,13,0.9746937692901234,0.0059654139433551,1,0,0,0,0
296,11.84,608.2834754623544,10,0.974660011574074,0.0060813721707818,1,0,0,0,0
297,11.88,608.6118136766222,12,0.9746744791666668,0.0060175540123456,1,0,0,0,0
298,11.92,608.3743881501819,8,0.9746455439814816,0.0070866429133381,1,0,0,0,0
299,11.96,610.1822861114537,11,0.9746744791666668,0.0046643045721374,1,0,0,0,0
300,12.0,605.3817163796144,18,0.9747130594135802,0.0248763635469619,1,0,0,0,0
301,12.04,606.3065430775392,10,0.9747371720679012,0.0030556122912127,1,0,0,0,0
302,12.08,608.2190611574252,3,0.9747130594135802,0.0057078718833212,1,0,0,0,0
303,12.12,610.4312570679696,11,0.9746937692901234,0.0064096352275478,1,0,0,0,0
304,12.16,609.5456575339371,7,0.9746648341049384,0.0062523261619462,1,0,0,0,0
305,12.2,610.3886157916768,8,0.974708236882716,0.0064276677106027,1,0,0,0,0
306,12.24,610.2544025157528,10,0.974708236882716,0.0053447353092471,1,0,0,0,0
307,12.28,611.0848665654596,16,0.9746913580246912,0.0072655777202856,1,0,0,0,0
308,12.32,609.6657662031677,8,0.9747154706790124,0.0043965595497458,1,0,0,0,0
309,12.36,609.6512169097019,15,0.9746793016975308,0.0056642232510288,1,0,0,0,0
310,12.4,610.7694055923488,8,0.9746889467592592,0.0070493864984265,1,0,0,0,0
311,12.44,610.88680525331,8,0.9746648341049384,0.005114104862624,1,0,0,0,0
312,12.48,609.77603675369,5,0.9746865354938272,0.0052809549745824,1,0,0,0,0
313,12.52,610.8002655949333,5,0.9747492283950616,0.0058261089929799,1,0,0,0,0
314,12.56,611.388453957997,10,0.9746985918209876,0.0056887141430646,1,0,0,0,0
315,12.6,610.1743526561593,7,0.9747034143518518,0.0048236750332849,1,0,0,0,0
316,12.64,609.0585488845494,3,0.9746624228395062,0.007556206124425,1,0,0,0,0
317,12.68,607.7843185135024,9,0.974708236882716,0.0039755431493585,1,0,0,0,0
318,12.72,609.2628747515278,6,0.9747371720679012,0.0054697334180585,1,0,0,0,0
